GroupName	GroupID	GroupORFs
nucleotide binding	GO:0000166	YDL028C YOL097C YER172C YIL042C YMR089C YNL286W YDR315C YMR216C YDR399W YPR163C YLR234W YFL002W-A YCL019W YKL188C YHL035C YIL061C YML117W YDL064W YML085C YER171W YPR173C YBR213W YER190W YHL035C YNL014W YBR202W YBL009W YNL098C YPL042C YNL247W YKL048C YJL225C YMR113W YOR335C YAL026C YLL034C YHR171W YNL014W YLR262C YOR267C YER074W YNL073W YBR084W YLL066C YDR261W-B YJL113W YBL111C YER015W YOR142W YDR196C YOR361C YGR092W YPR066W YDR039C YOR001W YDR226W YER005W YIL147C YIL074C YDR210C-D YLL015W YOL136C YER006W YHR214C-B YIL151C YCL004W YPL167C YIL118W YDR190C YNL218W YBL023C YBR119W YHR011W YKL173W YER166W YGR277C YBR084W YHL024W YGR222W YPL231W YJR105W YOR168W YGL021W YIL145C YCR036W YER047C YIL082W-A YML064C YAL036C YJR059W YGR204W YJL140W YJL033W YBR114W YER164W YGL253W YKL129C YBL017C YOR317W YDR292C YLR397C YOR168W YAL054C YBL076C YER179W YGL157W YNL298W YDL029W YDR261C-D YDR011W YMR201C YBR208C YGL179C YNR012W YBR164C YMR186W YHR065C YGR267C YJL052W YJL222W YGR161W-B YMR246W YHL014C YFR007W YPL188W YER004W YCR091W YBR145W YBR059C YLR035C-A YBR044C YKL126W YOR094W YDR218C YER055C YDR502C YDR243C YBR087W YLR306W YLR100W YOR375C YPL275W YMR268C YDR432W YPR019W YIL035C YCR024C YER068W YJR072C YLR227W-B YOR076C YGL044C YPR066W YGL001C YOR303W YDL214C YGR271W YOR233W YDL159W YJR121W YGL159W YJL128C YBR028C YNL250W YBL099W YGR194C YBR264C YGR059W YPR180W YJL014W YLR460C YHR128W YDL154W YNL016W YMR315W YDR076W YER047C YDR037W YDR341C YER087W YAL019W YPL218W YER020W YJL100W YKL071W YOR328W YPL160W YOL045W YFR031C YLR410W-B YPR141C YDR040C YOR262W YOL144W YBR179C YOR259C YER129W YFR053C YLR398C YDR531W YPL140C YGL006W YNL175C YLL018C YLL046C YMR050C YDR034C-D YJR072C YLR293C YLR314C YPL209C YOR171C YML051W YKL188C YGR256W YKL085W YDR039C YPL226W YMR291W YCL030C YFL029C YDR127W YGL249W YBL063W YBR121C YER052C YBR026C YGR072W YBR202W YER166W YIL033C YJL019W YIR002C YFL003C YBR025C YFL033C YKL210W YOR274W YML001W YKL107W YNL088W YLR212C YPL190C YBR097W YPL141C YAL061W YDR127W YPL003W YKR054C YJR045C YHR063C YGL210W YDR490C YDR300C YER070W YBR087W YDL114W YGR210C YFL038C YDR173C YLR086W YLR070C YDL031W YPR161C YCL050C YGR192C YNL339C YBR295W YDL108W YJL194W YKL086W YMR106C YBR169C YJL164C YEL031W YDR516C YJL095W YDR135C YKR084C YOL049W YNL256W YPR054W YGR005C YPL104W YOL128C YIR035C YPL058C YGR205W YOR339C YNL090W YKR103W YGR052W YJR109C YOR101W YDR135C YGL201C YLL008W YDR040C YMR190C YNL040W YDR188W YOR165W YOR290C YHR079C YPL270W YLL035W YMR302C YPR137C-B YDL025C YER069W YKL029C YPL276W YOL103W-B YFL028C YKL194C YGR010W YGR270W YPR033C YBR160W YER165W YOL006C YIR008C YCL040W YGR296W YPR081C YLL001W YDL017W YOR153W YGL245W YJR076C YOR011W YIL095W YHR019C YPL040C YGL078C YLR369W YDR037W YPL240C YCR002C YAR015W YGR281W YGL039W YDR172W YAL026C YBR274W YKL145W YHR033W YPL097W YHR064C YDR208W YOL075C YBL033C YGL119W YJL074C YKL145W YER176W YIR009W YJR049C YLR060W YLL026W YNR038W YGL048C YDR507C YDL084W YLL034C YPL214C YBR159W YML039W YDR341C YKL101W YPR088C YOR241W YJL055W YOL059W YGL091C YDR021W YDL185W YJL101C YJR139C YGL064C YPR035W YAL005C YHR183W YBL069W YDL101C YJR124C YDR365W-B YHR091C YBL075C YKL080W YDL246C YMR301C YNR031C YGR038C-B YML065W YPL104W YDR158W YPL051W YEL032W YOR396W YOL113W YPL106C YML121W YMR207C YER036C YLR249W YLR419W YLR466W YDR376W YPR106W YJR066W YFL005W YGL120C YML070W YGR204W YLR157C-B YGL008C YDR270W YGL150C YNL134C YKR069W YMR318C YBR142W YPL033C YDR004W YAR018C YER100W YDR122W YOR291W YHR111W YFR032C YAL062W YOR217W YOL126C YKR001C YGL234W YMR138W YPL074W YNL329C YER103W YKL001C YFR009W YDR248C YKR024C YHR019C YHR030C YPL043W YPR158W-B YLL067C YBR186W YER069W YKL110C YIL078W YFL066C YER036C YDL141W YDL007W YBR186W YNL112W YPL058C YJL141C YNL251C YNL202W YGR281W YGL048C YMR162C YER017C YER081W YDR394W YGL163C YNR047W YBR218C YDR523C YDL078C YKL209C YPL040C YNR070W YHR169W YPL235W YDR541C YJL102W YKL198C YBR227C YFL002C YOL097C YNL220W YHR205W YIL173W YIR036C YHL009W-B YBR073W YKR055W YBR019C YKL210W YDR268W YER070W YEL032W YMR078C YDL137W YMR293C YDR091C YPL031C YNL267W YFL053W YDL209C YDR390C YFR023W YDR390C YDR038C YOR117W YPR024W YPR088C YBL022C YCR073C YGR159C YGR133W YHR074W YNL181W YCR027C YMR022W YDL051W YPL184C YKL168C YDL126C YFR009W YNL207W YFR014C YKL209C YHL032C YDR061W YPL113C YDL229W YLL018C YKL079W YKL154W YFL039C YOR347C YGR161C-D YDR406W YIL003W YGR124W YPL217C YKL171W YDR429C YLL019C YAL017W YMR109W YIL048W YLR410W YGL251C YOR192C-B YNL110C YBR295W YIL142W YNL183C YHR011W YAL038W YLR305C YIL078W YOR117W YLR060W YLL026W YNR070W YPL226W YKR009C YLR383W YGL006W YJR068W YOR143C YCR012W YER023W YLR096W YOL041C YEL041W YDL102W YDR394W YIL177C YDR091C YFL022C YGR271W YDL166C YEL052W YOR250C YNL290W YDR093W YFL008W YHR107C YKL197C YDR291W YEL061C YER160C YMR162C YER173W YGR156W YPL245W YGL216W YBR080C YOR061W YOR343W-B YGR109W-B YPL036W YNL200C YHR020W YDR009W YGR027W-B YIL124W YHL007C YOL090W YBR245C YOR142W YLR153C YOR187W YPL204W YOL055C YNL073W YIL069C YOL033W YIL013C YOL061W YGL167C YDR194C YOL094C YBR115C YHL034C YMR080C YLR188W YJL187C YBR237W YBR082C YOR217W YDR454C YLL056C YPL203W YPR047W YDR190C YDR147W YBL105C YBR121C YGR094W YDR038C YPL283C YKL166C YLR382C YNL180C YMR284W YDL215C YJL011C YKL204W YLR249W YMR303C YCL024W YPR165W YGR171C YCR008W YOL151W YJR010W YKL194C YDR268W YJL050W YKL027W YDR466W YMR045C YGR163W YPL036W YDR381W YJL165C YPL258C YDR212W YMR090W YDR334W YKL215C YBR080C YOL023W YJR121W YMR139W YDL125C YKR086W YGR028W YAR019C YNL329C YFL028C YGL185C YKR096W YPL119C YDL143W YBR136W YLR382C YLR290C YER168C YNR011C YKL116C YHR031C YKL161C YDR177W YDL007W YLR361C YPR112C YOR142W-B YER013W YOR335C YLR289W YOR326W YPR081C YJL046W YDR092W YDR247W YIL013C YAL048C YMR217W YMR097C YDR023W YJL034W YGR102C YGL059W YFR038W YLR260W YER017C YKL073W YBL088C YMR128W YDR023W YOR005C YGL008C YHR086W YHR020W YGR173W YCR102C YNR043W YLR229C YNL307C YGR244C YML061C YGL099W YBR212W YMR089C YOL058W YNL004W YOR191W YBL080C YPL257W-B YKL139W YLR069C YPR111W YML093W YAL060W YOR262W YAL029C YBR012W-B YNR073C YDR292C YJL153C YLR259C YJR029W YGL171W YBR265W YPL029W YPL270W YLR180W YDL164C YDL160C YDR477W YDR098C-B YDR336W YDL045C YBR166C YGL058W YML045W YBL051C YHR091C YLL015W YDR093W YDL033C YHL011C YHR003C YOL127W YHR031C YCR011C YGR061C YOL095C YDR406W YDL213C YDL192W YLL048C YGR262C YAL035W YOR011W YML124C YPL003W YNL261W YGR040W YKR002W YOL075C YER183C YOR386W YHR015W YPR145W YLR397C YPL074W YIR001C YPL178W YLR430W YLR032W YJR035W YJL111W YKL197C YNL284C-B YLR247C YGL158W YLR036C YHR005C YIL009W YOL034W YBL016W YKL017C YJR069C YGL115W YEL077C YDR097C YHR120W YKL074C YKL024C YJR027W YEL055C YBL076C YKR080W YDL168W YNL020C YJL155C YMR290C YBL022C YLR240W YLL048C YMR080C YDL224C YIL126W YDR210W-B YLR188W YGR152C YHR022C YPL235W YGL180W YNL247W YGR185C YDR236C YER087W YOR351C YJL092W YIR005W YOR328W YNR027W YCR011C YDR270W YDL079C YKR103W YLR328W YPR047W YLR113W YPL236C YHR082C YBR046C YBL039C YMR301C YER099C YDR004W YMR078C YDR530C YPL153C YKL214C YMR152W YER031C YDR054C YKL078W YML133C YNR054C YDR316W-B YJR068W YOL094C YBL068W YGR028W YOR319W YGL246C YKL151C YGR185C YEL030W YJL087C YEL029C YJR057W YER101C YJL008C YDR017C YIR016W YDR258C YKR097W YOR304W YOR211C YOR185C YGR270W YNR050C YDR375C YFR019W YOR246C YNL218W YPL147W YPL160W YPL207W YMR001C YJL005W YPL026C YCL011C YNL163C YPL082C YJR064W YOR291W YHR127W YNL102W YPR204W YKR014C YPL008W YMR226C YDR545W YHR111W YGR240C YCR024C YFL037W YKL181W YLR446W YOR119C YCR092C YDL126C YDL225W YJL057C YNL093W YKR054C YIL048W YGL245W YLR345W YDR332W YGR171C YIL022W YJR065C YBL005W-B YDR059C YNL209W YOR388C YHR164C YER138C YER170W YGL130W YHR135C YKL203C YNL129W YKL017C YJR159W YMR208W YKL055C YLR426W YMR104C YNL197C YMR205C YJR009C YPL155C YLR106C YDL167C YER095W YOL033W YMR220W YHR025W YER179W YHR023W YMR023C YKR104W YNL154C YDR258C YIL107C YEL012W YIL066C YLR362W YOR204W YGR094W YKL067W YPR033C YPL150W YDL022W YPL093W YIL143C YCR105W YOL016C YLR248W YPL097W YDR283C YDR375C YGL129C YNL274C YDR011W YJR091C YGL062W YOR259C YLR276C YGR024C YER025W YGR188C YDL100C YOR128C YMR083W YPR158C-D YPR041W YKL025C YMR190C YEL031W YDR020C YJL106W YOL100W YDL144C YNL132W YPL147W YHR168W YKR104W YFL022C YNL161W YLL024C YOR046C YPR173C YOR153W YGR250C YLR419W YBL100W-B YEL070W YNL304W YNL290W YLR274W YOR231W YGL167C YNL241C YKL132C YML065W YDR061W YBR020W YNR016C YGL251C YJL194W YPR024W YLR274W YOR359W YLR106C YLR133W YJR103W YNR053C YNR029C YER095W YPR042C YLR243W YGR264C YOL123W YER123W YGR264C YBR227C YNL262W YML131W YOR089C YLR243W YDR534C YNR057C YLR467W YNL054W-B YHR102W YDL055C YJL130C
activation of MAPKKK activity involved in osmosensory signaling pathway	GO:0000167	YLR006C YLR006C
activation of MAPK activity involved in osmosensory signaling pathway	GO:0000169	YJL128C
sphingosine hydroxylase activity	GO:0000170	YDR297W YDR297W
ribonuclease MRP activity	GO:0000171	RRP2 RRP2 YBR257W YHR062C YNL282W YBR257W YGR030C YDR478W YHR062C YNL221C YAL033W RRP2 YNL282W YBR167C YLR145W YBL018C
ribonuclease MRP complex	GO:0000172	YDR478W YAL033W YLR145W YBR257W YNL282W YBR257W YHR062C RRP2 YGR030C YNL221C YBL018C YHR062C YBR167C YNL282W
inactivation of MAPK activity involved in osmosensory signaling pathway	GO:0000173	YDL006W YER089C YDL006W YER075C YBL056W YER089C YER089C YOR208W YDL006W YER089C YBL056W
3'-5'-exoribonuclease activity	GO:0000175	YGR276C YLR107W YNR052C YOR001W YOL021C YAL021C YOL021C YNR052C YNR052C YOL021C YAL021C YAL021C YOL021C YAL021C YLR059C
nuclear exosome (RNase complex)	GO:0000176	YNL232W YDR280W YOL142W YCR035C YOL021C YOR001W YNR024W YDL111C YGR095C YOR001W YDR280W YNR024W YGR158C YGR158C YHR081W YGR095C YCR035C YHR081W YGR195W YOL021C YDL111C YNL189W YOR001W YHR069C YOL142W YHR069C YGR195W YNL232W YLR347C
cytoplasmic exosome (RNase complex)	GO:0000177	YOR076C YNL232W YDL111C YNL232W YCR035C YGR195W YGR095C YOL142W YGR195W YOR076C YHR069C YGR158C YOL021C YGR095C YOL142W YGR158C YDR280W YCR035C YDR280W YOL021C YDL111C YHR069C
exosome (RNase complex)	GO:0000178	YGR158C YHR069C YDL111C YNL232W YDR280W YNL232W YOL021C YOR001W YGR195W YCR035C YHR081W YGR095C YOL142W YOL142W YHR069C
rRNA (adenine-N6,N6-)-dimethyltransferase activity	GO:0000179	YPL266W YMR228W YPL266W
rDNA binding	GO:0000182	YJL076W YBR245C YER164W YGR063C
chromatin silencing at rDNA	GO:0000183	YLR449W YER088C YOR209C YOL006C YAL019W YDL042C YOR304W YPL015C YJL076W YJL127C YGL037C YBR279W YPL015C YDR448W YOR244W YOR244W YKR019C YDR026C YMR179W YHR119W YDR439W YJL076W YLR285W YDR110W YML109W YKR010C
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184	YMR080C YNL016W YMR125W YOL139C YER035W YMR125W YOL139C YLR363C YOR076C YMR125W YGL173C YGL222C YNL112W YLR270W YMR080C YOR173W YPL178W YGR072W YLR363C YNL112W YMR080C YDR206W YOL123W YOL149W YNL118C
activation of MAPKKK activity	GO:0000185	YHL007C
activation of MAPKK activity	GO:0000186	YLR362W YLR362W YNR031C
inactivation of MAPK activity	GO:0000188	YBR276C YBR276C
MAPK cascade involved in cell wall biogenesis	GO:0000196	YDR490C YOL100W YLR362W YDR466W YIL113W YDR490C YDL159W YOL100W
inactivation of MAPK activity involved in cell wall biogenesis	GO:0000200	YNL053W YNL053W YOR208W YIL113W YNL053W YNL053W YOR208W YNL053W YNL053W
MAPK import into nucleus involved in osmosensory signaling pathway	GO:0000208	YJL128C
protein polyubiquitination	GO:0000209	YML111W YOR339C YGL087C YIL046W YLR032W YER068W YEL012W YBR082C YDR059C YGL087C YGL141W YML111W YGR184C YMR275C YDR054C YOR371C YER068W YDR177W YLL039C YER125W YER125W YMR275C YGR133W YGL058W YGL058W YER100W YDR092W YKL010C YGR184C
NAD+ diphosphatase activity	GO:0000210	YGL067W YGL067W
tRNA-intron endonuclease activity	GO:0000213	YAR008W YLR105C YLR105C YAR008W YLR105C YAR008W YLR105C YPL083C YMR059W YAR008W
tRNA-intron endonuclease complex	GO:0000214	YAR008W YLR105C YMR059W YPL083C YLR105C YAR008W
tRNA 2'-phosphotransferase activity	GO:0000215	YOL102C YOL102C
DNA secondary structure binding	GO:0000217	YFR031C YER161C YFL008W
vacuolar proton-transporting V-type ATPase, V0 domain	GO:0000220	YHR026W YHR026W YPL234C YPL234C YLR447C YLR447C YEL027W YMR054W YMR054W YEL027W YMR054W YOR270C YCL005W-A YOR270C
vacuolar proton-transporting V-type ATPase, V1 domain	GO:0000221	YBR127C YDL185W YPR036W YPR036W YBR127C YEL051W YPR036W YKL080W YHR039C-A YDL185W YEL051W YOR332W YGR020C YKL080W YGR020C
peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	GO:0000224	YPL096W YEL037C YPL096W
N-acetylglucosaminylphosphatidylinositol deacetylase activity	GO:0000225	YMR281W YMR281W
microtubule cytoskeleton organization	GO:0000226	YJR070C YNR035C YNR035C YNR035C YNL126W YDR150W YAL020C YJR108W YAL020C YJR070C YHR172W
oxaloacetate secondary active transmembrane transporter activity	GO:0000227	YKL120W
nuclear chromosome	GO:0000228	YNL216W YCL061C YHL022C YLR394W YCR092C YBR289W YNL273W YML032C YDL003W YFL003C YHR124W YPR135W YLR321C YGL213C YHR120W YOL090W YER095W YDR499W YPL082C YDR097C
astral microtubule	GO:0000235	YEL061C YDR130C YBR160W YLL049W YHR129C YKR054C YMR294W YBL031W YPL174C
commitment complex	GO:0000243	YLR298C YDR240C YLR116W YKL074C YIL061C YMR125W YML046W snR19 YGR074W YPL178W YKL074C YLR116W YLR147C YHR086W
assembly of spliceosomal tri-snRNP	GO:0000244	YBL074C YHR165C YMR268C YKL173W
spliceosomal complex assembly	GO:0000245	YBR102C YBR102C YBR102C YMR288W YNL138W-A YMR268C YMR240C YMR288W YDL043C YPR094W YPR094W YIR005W YML049C YPR057W
delta24(24-1) sterol reductase activity	GO:0000246	YGL012W YGL012W
C-8 sterol isomerase activity	GO:0000247	YMR202W YMR202W
C-5 sterol desaturase activity	GO:0000248	YLR056W
C-22 sterol desaturase activity	GO:0000249	YMR015C
lanosterol synthase activity	GO:0000250	YHR072W YHR072W
C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	GO:0000252	YGL001C
3-keto sterol reductase activity	GO:0000253	YLR100W YLR100W
C-4 methylsterol oxidase activity	GO:0000254	YGR060W YGR060W
allantoin catabolic process	GO:0000256	YIR027C YIR029W YIR028W YIR029W YBR208C YIR027C YIR032C YIR031C YNL314W YIR029W YIR032C YIR032C
nitrilase activity	GO:0000257	YIL164C
mitochondrial chromosome	GO:0000262	YJR144W YMR072W YPL029W
mitochondrial fission	GO:0000266	YKR036C YJL112W YJL112W YPR083W YJL112W YIL065C YKR036C YJL112W YIL065C YJL112W YJL112W YLL001W YLL001W YJL112W YJL112W YFR004W YDR150W YIL065C YJL112W YJL112W YIL065C
peroxisome targeting sequence binding	GO:0000268	YGR077C
polysaccharide biosynthetic process	GO:0000271	YDR221W
polysaccharide catabolic process	GO:0000272	YIL099W YLR307W YLR286C YLR308W YDR371W
mitochondrial proton-transporting ATP synthase, stator stalk	GO:0000274	YKL016C YDR298C YDR298C YKL016C YPL078C
mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	GO:0000275	YPL271W
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	GO:0000276	Q0080 YOL077W-A YDR322C-A YOL077W-A Q0080 YDR322C-A Q0130 YML081C-A YDR322C-A YLR295C YPR020W YDR322C-A YPL078C YDR322C-A YKL016C YDR377W YLR295C YPR020W YDR377W YPL078C Q0080 Q0085 YML081C-A YPR020W YPR020W
[cytochrome c]-lysine N-methyltransferase activity	GO:0000277	YHR109W YHR109W YHR109W YHR109W
mitotic cell cycle	GO:0000278	YHR152W YDL164C YOR217W YOR217W YHR152W YFR028C YOR315W YBR267W
nuclear division	GO:0000280	YGR092W YKL172W
cytokinesis after mitosis	GO:0000281	YMR032W YNL152W YPR111W YMR032W
cellular bud site selection	GO:0000282	YLR330W YCR038C YIL140W YNR027W YGR041W YCR063W YGR262C YLR074C YLR084C YHL007C YGL174W YOR094W YDR420W YJR092W YOR301W YOL072W YLR353W YOR299W YLR084C YGR152C YER014C-A YCL014W YCR047C YEL029C YKL092C YOR129C
1-phosphatidylinositol-3-phosphate 5-kinase activity	GO:0000285	YFR019W YFR019W YFR019W YFR019W
magnesium ion binding	GO:0000287	YER055C YEL020C YKL181W YLR060W YDL066W YER166W YER099C YMR108W YOR393W YNL037C YGL154C YGR087C YPR047W YNL009W YMR267W YGR254W YDR093W YHL011C YNL220W YIL048W YOR155C YHR174W YLR134W YPL231W YDL080C YOR136W YAL038W YOL061W YGR024C YOR347C YIL094C YMR323W YMR278W YKL127W YLR151C YBL068W YNR057C YDR380W YEL058W YJL005W YLR044C YEL038W YMR234W YOR346W YAL026C YMR162C YCL018W YMR105C YPL148C YPL281C YHR168W YGR208W YBR011C YLR174W
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:0000288	YJL140W YDR172W YJL124C YJL124C YGL014W YER049W YPR042C YCR093W YJR091C YAL021C YLL013C YDR172W YAL021C YDL165W YDL165W YCR093W YCR093W YAL021C YDL165W
nuclear-transcribed mRNA poly(A) tail shortening	GO:0000289	YOR359W YAL021C YCR093W YAL021C YIL038C YNR052C YDL165W YNR052C YOR359W YAL021C YNR052C YPR072W
deadenylation-dependent decapping of nuclear-transcribed mRNA	GO:0000290	YGL246C YCR077C YER035W YJL124C YJL124C YER035W YNL118C YJL124C YNL118C YLR270W YOR173W YOR173W YNL118C YOL149W YDL160C YCR077C YGL222C YLR270W YLR270W YGL222C YGL222C YLR270W
nuclear-transcribed mRNA catabolic process, exonucleolytic	GO:0000291	YDR404C
ferric-chelate reductase activity	GO:0000293	YLR214W YOR381W YLL051C YKL220C YNR060W YOL152W YLR047C YNR060W YOR384W YLL051C
nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	GO:0000294	YNL001W
adenine nucleotide transmembrane transporter activity	GO:0000295	YPR128C YPR128C
spermine transport	GO:0000296	YGR138C YOR273C YLL028W YLL028W YPR156C YLL028W YLL028W
spermine transmembrane transporter activity	GO:0000297	YOR273C YLL028W YLL028W YPR156C YLL028W YLL028W YGR138C
endopolyphosphatase activity	GO:0000298	YDR452W YDR452W YDR452W YDR452W YOR163W
retrograde transport, vesicle recycling within Golgi	GO:0000301	YER157W YER157W YGR120C YGL223C YPR105C
response to reactive oxygen species	GO:0000302	YGR088W YDR256C
response to singlet oxygen	GO:0000304	YNR074C YHR206W YML007W
extrinsic to vacuolar membrane	GO:0000306	YPL180W YLR386W YLR148W
cyclin-dependent protein kinase holoenzyme complex	GO:0000307	YPL031C YPL031C YBR160W YPL031C YDL127W YPL031C YGR108W YPR161C YPL031C YBR160W YER059W YBR135W YDL179W YGL134W YGR108W YPL219W YPL256C YLR226W YIL050W YOL001W YNL289W YHR071W YGL215W
nicotinamide-nucleotide adenylyltransferase activity	GO:0000309	YGR010W YLR328W YGR010W YGR010W YLR328W
xanthine phosphoribosyltransferase activity	GO:0000310	YJR133W
sulfite transport	GO:0000316	YPL092W
sulfite transmembrane transporter activity	GO:0000319	YPL092W
re-entry into mitotic cell cycle	GO:0000320	YJL187C
re-entry into mitotic cell cycle after pheromone arrest	GO:0000321	YFR008W YDR200C YMR052W YPL256C YMR029C YNL127W YLR238W YMR052W YIL122W YIL122W
fungal-type vacuole	GO:0000324	YNL336W YMR221C YGR295C YML132W YOR247W YHL008C YDL077C YNL326C YLL043W YGR125W YDL010W YPL234C YDL211C YBR286W YHR202W YGR223C YNR028W YOR270C MALT YGR254W YNL298W YPR075C YKL165C YJL059W YOR087W YBR302C YOR292C YCR075C YNL058C YNL176C YJR040W YLR396C YKL077W YOL138C YML132W YHR132C YNL321W YJL097W YNL305C YIL099W YLR297W YFL062W YOL052C-A YLL048C YBR139W YOL154W YNL305C YKL103C YDL180W YDR262W YOR087W YKR013W YOL019W YOL007C YBR014C YJL097W YNL305C YJR001W YDR477W YNL326C YDR422C YBR161W YKL124W YML001W YPL163C YDL046W YPL176C YIL067C YOL007C YDR003W YJR054W YDR003W YER119C YPR026W YJL079C YBR187W YPL154C YNR061C YIR014W YNL015W YER123W YJL059W YMR297W YNL101W YNL326C YEL060C YLL051C YDL128W YBR205W YLR043C YJR161C YIL088C YDR281C YHR215W YBR162C YPL221W YOR316C YMR243C YKL196C YHR174W YGR209C YNL275W YIL158W YNL217W YOR288C YNL115C YLR299W YOL084W
fungal-type vacuole lumen	GO:0000328	YEL060C YJL172W YIL089W YHR113W YJL151C YKR039W YLR178C YDL046W YJL151C YMR297W YDL123W YPL154C YOR223W YDL123W
fungal-type vacuole membrane	GO:0000329	YDR486C YGR138C YNL321W YPL180W YGL100W YOR068C YJR138W YNR061C YPR036W YNL325C YLR178C YJL053W YEL013W YFR019W YGL006W YLL015W YDR105C YJR066W YLR220W YPL019C YPL236C YJL100W YLL051C YDR128W YOR291W YKL064W YFL004W YGR163W YOR273C YOL060C YJR001W YHR186C YLR083C YBR293W YNR013C YCR044C YAL022C YGR020C YBL078C YJL100W YKL203C YPL232W YOR270C YPL006W YPL180W YKL080W YER056C YDL123W YJL097W YPL045W YOR106W YDR452W YBR128C YDR229W YLL051C YFL062W YFR019W YNL336W YHL035C YOR099W YLR396C YDR135C YPR156C YPL045W YOL129W YPL265W YLR396C YDR128W YHR186C YPL006W YOR326W YKL175W YLR034C YPL019C YNL101W YLR229C YPR075C YFR021W YOR087W YBR127C YHR205W YBR241C YDR481C YBR187W YHR205W YCR028C YLR240W YNL326C YOL119C YEL051W YLR220W YCR023C YDR456W YKR007W YDR452W YKR007W YMR088C YBR207W YHR205W YDR313C YBR290W YFL048C YHR028C YLR447C YDR107C YCL069W YHR039C-A YDR284C YDL123W YDR080W YEL013W YLL024C YLL028W YFR021W YBR077C YNL054W YBR132C YDL210W YKR007W YER123W YGL212W YMR231W YKL146W YBR077C YPL087W YBR207W YEL013W YLR386W YDR119W YDL077C YHR186C YMR160W YML018C YDR284C YLR001C YEL013W YML001W YLR297W YCL005W-A YDR497C YAL005C YML018C YKR007W YBR205W YOR332W YCL063W YOR270C YLR386W YPL100W YGR106C YNL180C YML121W YDL128W YOL092W YDL185W YDR525W-A YKR001C YER119C YGL212W YPL162C YLR148W YMR195W YDR352W YPL100W YBL078C YFL041W YOL092W YGL156W YJL059W YLR093C YMR160W YGL212W YDR089W YDL185W YGL124C YHR175W YOR270C
template for synthesis of G-rich strand of telomere DNA activity	GO:0000332	TER1
telomerase catalytic core complex	GO:0000333	YLR318W TER1 TER1 YLR318W TER1
3-hydroxyanthranilate 3,4-dioxygenase activity	GO:0000334	YJR025C YJR025C YJR025C
RNA cap binding	GO:0000339	YPL178W YJL124C YJL124C YPL178W YJL124C
transcription export complex	GO:0000346	YDL084W YDR381W YNL253W
nuclear mRNA branch site recognition	GO:0000348	YBR237W YKL074C YKL074C YDR364C YBR237W
generation of catalytic spliceosome for first transesterification step	GO:0000349	YLL036C YIR005W YLR424W YDR416W YBR152W YNR011C YKL173W YLR323C YKL095W
generation of catalytic spliceosome for second transesterification step	GO:0000350	YKR086W YJR050W YGR006W YAL032C YAL032C YKR086W YDR088C YDR364C snR7-L snR7-S YER013W YDR364C
cis assembly of pre-catalytic spliceosome	GO:0000354	YDR243C YLR117C YLR117C YLR117C YDR243C
Group I intron splicing	GO:0000372	YHL038C YGR222W YOR350C YDR194C YPR134W Q0120 Q0115 YGR222W YPR134W Q0120 YIR021W YPL029W YLR382C
Group II intron splicing	GO:0000373	YDR194C YDR194C
tRNA-type intron splice site recognition and cleavage	GO:0000379	YAR008W YAR008W YAR008W YLR105C YPL083C YLR105C YMR059W YAR008W
first spliceosomal transesterification activity	GO:0000384	YDL209C YGR129W YDR416W YKL095W YBR188C YGR129W YLR117C YMR213W YLR117C YIR005W YDR416W YAL032C YJR050W YIR005W YLL036C YPR101W
second spliceosomal transesterification activity	GO:0000386	YAL032C YDL209C YER013W YJR050W YGR006W YGR129W YER013W YDR364C YGR006W YHR165C snR7-L YLR117C YKR086W YDR088C snR7-S YDR416W YDR364C
spliceosomal snRNP assembly	GO:0000387	YGR091W YDL209C YGR091W
spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	GO:0000388	snR6 YGR075C YER172C YKL173W
nuclear mRNA 3'-splice site recognition	GO:0000389	YJR050W YHR165C YDR364C YDR364C
spliceosomal complex disassembly	GO:0000390	YGL128C YKR022C YKR022C YKR022C YLR424W YGL120C YLR424W YLR424W YLR424W YGL120C YER013W
nuclear mRNA 5'-splice site recognition	GO:0000395	snR7-S YML046W snR19 snR20 snR7-L
